id,channel,text,kein_Geschwurbel,Coronaverharmlosung,Impfung_ist_gefährlich,Maßnahmenkritik,alternative_Gegenmittel,Coronaverschwörung,QAnon,sonstige_Verschwörung,GMF,Indoktrination,Staat_als_Gegner,Pseudowissenschaft,Schlafschafe,Millenarismus,sonstiges_Geschwurbel
941,ygrasoul,"Ygdrasoul hat heute Morgen auf seinen Kanal einen Aufruf veröffentlicht, dass CB-Funker zur Koordination im Ahrtal gesucht werden. Ich habe gerade mit einem Freund von mir telefoniert, der schon seit vielen Jahren Amateurfunker ist und in Köln lebt. Er hat mir erlaubt, euch seine Kontaktdaten zu übermitteln. Vielleicht ist es am Besten, einfach mal telefonisch Kontakt aufzunehmen, damit man schauen kann, wie er helfen kann. Er schon mal bei einer Flutkatastrophe in Polen geholfen und bringt wahrscheinlich auch eine gewisse Erfahrung mit. Hier seine Telfonnummer: Piotr Swiatek +49 170 2119612 Vielen Dank für eure Arbeit 🙏🙏 Liebe Grüße von Gabriele",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,drspitzbart,"Missverständnisse bei Nahrungsergänzungsmitteln Es ist nicht so, dass Gott am 6. Tag den Menschen, und am 7. Tag die Nahrungsergänzungen (NEM´s) schuf. Eigentlich sollten wir alles, was wir zum prallen Leben benötigen, in der Nahrung finden. Das wussten auch die weisen Ärzte wie Hippokrates von Kos. Sein Credo: „Die Nahrung soll Deine Medizin sein, und Medizin Deine Nahrung.“ Seitdem hat sich aber viel verändert. Zum einen hat sich durch die Industrialisierung in den letzten 100 Jahren der Kalorienbedarf drastisch reduziert. Allein über die geringe Nahrungsmenge nehmen wir deutlich weniger essenzielle Stoffe auf. Zusätzlich hat sich die Qualität der Nahrung verändert, und die Inhaltsstoffe haben sich reduziert. Außerdem essen sich viele Menschen an leeren Kohlenhydraten satt, die aber nichts essenzielles liefern. Dadurch kann sich dann auf lange Sicht ein deutlicher Mangel entwickeln, den niemand bemerkt, der diese essenziellen Stoffe nicht misst. Der Mensch selbst spürt den schleichend eintretenden Mangel natürlich schon: durch weniger Leistung und Vitalität. Man wird schlapper, müde und später auch krank. Darum fülle ich diese gemessenen Defizite dann bei meinen Patienten mit hohen Dosen NEM´s gezielt wieder auf. Oft sogar zur schnelleren Substitution durch Infusionen. Manche Menschen reagieren darauf anfangs mit Unverständnis und halten entgegen: Ich möchte meinem Körper nicht so viele Stoffe von außen zuführen, sonst verlernt er noch diese Substanzen selbst herzustellen. Denen rate ich dann, mit ihrem Auto auch nicht so oft tanken zu fahren. Sonst verlernt das Auto am Ende noch, das Benzin selbst zu machen. Mein Motto bei den NEM´s: Klotzen, nicht kleckern.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,kulturstudio,"Nachdem ich auf meine Email keine Antwort erhielt, war ich etwas enttäuscht. Allerdings war ich mit der Organisation so beschäftigt, daß ich bis jetzt eigentlich auf Telegram nur in Orga-Kanälen unterwegs war, also auch nicht gesehen habe, daß ihr meine Email veröffentlicht habt... Bis heute. DANKE!!! Update: Am Montag wurde mir vom Entwickler Prof. Frechen (der noch in der Klinik lag) ein PAUL Wasserrucksack kostenlos zur Verfügung gestellt. Dieser war aus vorangegangenen Spendenaktionen bereits finanziert. Noch am gleichen Tag konnte ich vereinbaren, daß ich am Dienstag den PAUL zum Halt des Honk-Helferbusses nach Eisenach bringe und er dann nach Ahrweiler mitgenommen wird. Als ich dies dem Professor mitgeteilt habe, wurden mir 4 weitere PAUL Wasserrucksäcke zur Verfügung gestellt, die ich am Dienstag in der Kasseler Werkstatt abholen durfte. Diese sind zwar noch nicht finanziert, aber wichtig war jetzt, daß die Hilfe umgehend geleistet wird! So konnte ich am Dienstag Nachmittag insgesamt 5 (!!!) PAUL.-Wasserrucksäcke mit einer Filterleistung von 1.200 Litern/Tag in Eisenach übergeben. (Bilder anbei) Sie sind wohlbehalten in Ahrweiler in der Einsatzzentrale Aloisiusschule angekommen und stehen dort zur Verfügung. Von der Orgagruppe der Veteranen bekam ich heute ein Bild davon zugeschickt. Auch auf der PAUL Webseite wurde bereits berichtet: http://waterbackpack.org/ Wichtig wäre nun, diese restlichen 4 Geräte durch Spenden zu finanzieren. Wie bekannt gibt es die Spendenseite auf Betterplace (https://www.betterplace.org/en/projects/11305-save-lives-with-paul-the-waterbackpack-potable-water-all-over-the-world) aber auch ein Spendenkonto der Uni direkt: Kontoinhaber: World University Service Zahlungszweck: PAUL für Ahrweiler (+ Adresse des Spenders) Bank: Bank für Sozialwirtschaft IBAN: DE95 3702 0500 0007 2321 00 BIC: BFSWDE33XXX Dort bitte im Zahlungszweck ""PAUL für Ahrweiler"" angeben und die Adresse des Spenders um eine Spendenquittung zu erhalten. Wichtig, für alle, die die Spende steuerlich absetzten können. Sollte mehr Geld eingehen, können weitere Geräte in die Region gebracht werden! Nicht vergessen: viele Ortschaften werden erst in Monaten wieder an das Versorgungsnetz angeschlossen werden können! Ich danke euch herzlich für Eure Unterstützung!!! Sylvia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,kulturstudio,"Lesenswert ! Zitat: Helge Schneider hat am Freitagabend überraschend sein Konzert beim Strandkorb-Open-Air in Augsburg abgebrochen. Das System dort erklärte er für ""dumm"". Zu Beginn des Open-Air-Konzerts schien alles gut zu sein. Helge Schneider frotzelte zwar über die Menschen, die an seiner Bühne vorbeigingen, schien aber trotzdem gute Laune zu haben. Man hätte fast meinen können, die Spitzen seien Teil des Programms. Schließlich gilt der Komiker als Meister der Improvisation und Spontanität. Nach 45 Minuten war dann aber auf einmal Schluss. https://m.augsburger-allgemeine.de/augsburg/Augsburg-Helge-Schneider-bricht-Konzert-beim-Strandkorb-Open-Air-ab-id60168541.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,uncutnewsschweiz,"""Einer fragte Herrn K., ob es einen Gott gäbe. Herr K. sagte: ""Ich rate dir, nachzudenken, ob dein Verhalten je nach der Antwort auf diese Frage sich ändern würde. Würde es sich nicht ändern, dann können wir die Frage fallenlassen. Würde es sich ändern, dann kann ich dir wenigstens noch so weit behilflich sein, daß ich dir sage, du hast dich schon entschieden: Du brauchst einen Gott."" (Bertold Brecht)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,mh171702q2q,"Die vierte Welle und der finale Lockdown Impf-Folgeschäden als Auslöser Klagenfurt (OTS) – Der Zusammenhang zwischen den massenhaften Corona-Impfungen und fatalen Impfschäden – angefangen von geringen Symptomen bis hin zum Tod – ist mittlerweile bewiesen. Dies müssen nun auch die EU-Behörden zugeben und veröffentlichen – wenn auch in der Gewißheit, daß die manipulierenden Massenmedien sich dazu ausschweigen. Umso verwunderlicher ist es, daß es immer noch Menschen gibt, die sich diese über Notzulassungen in den Umlauf gebrachten Vaccine spritzen lassen. Besonders gut lassen sich die Folgen des Impfwahnsinns an Ländern ablesen, die bereits einen großen Teil ihrer Bevölkerung durchgeimpft haben. Auf den Seychellen sind 60 Prozent der Bevölkerung mit der 2. Impfung versehen, nun verzeichnet das Land eine der höchsten Inzidenzen weltweit. Die Schulen wurden geschlossen, Öffnungszeiten der Restaurants eingeschränkt und eine Ausgangssperre verhängt. Man muß kein Prophet sein, um die Folgen für Österreich und andere europäische Länder vorherzusagen: Die Impfung ist nicht die Lösung des sogenannten „Pandemie“-Problems. Die Impfung löst eine wirkliche Pandemie erst aus und wird bei uns im kommenden Herbst 2021 zur 4. Welle und zum wahrscheinlich finalen Lockdown führen. Laut anerkannten Medizinern werden die größten Probleme ca. 6 Monate nach der Impfung mittels mRNA-Impfstoffen beginnen und mit ungeahnten Letalitätszahlen einhergehen. Die vielen Toten werden von „offizieller Seite“ dem bösen Corona-Virus zugeschrieben werden und nicht der ursächlichen Impfung. Die Frage wird sein, ob sich die Manager der Big Pharma – samt korrupten Politikern – mit ihren Milliarden-Gewinnen noch abseilen können, oder ob sie für ihre Verbrechen an der Menschheit ihre gerechte Strafe erhalten werden. t.me/mh171702Q2Q",0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
948,rppinstitut,"Lieber Herr Bonelli, habe gerade gesehen , dass das letzte Youtube-Video gelöscht wurde und ihr Posting dazu im Telegram-Kanal gelesen. War abzusehen, dass das Video gelöscht wird, bin froh, dass es nicht soo schnell ging... Denke, das Video wurde nicht einfach wegen ""medizischer Falschinformation"" gelöscht, sondern die Kommentare waren das ""Problem"". Ich hoffe, Sie konnten diese abspeichern. Ich hatte leider keine Gelegenheit mehr meinen Kommentar hinzuzufügen und hole das hier gerne nach: Ich kenne eine Person im Verwandten/Bekanntenkreis, die an Corona verstorben ist (über 90 Jahre im Altenheim, Vorerkrankungen). Seit gestern weiß ich von 2 Personen aus dem weiteren Bekanntenkreis, die wenige Wochen nach der Impfung verstorben sind. 1 Mann, muss mind. 80 sein mit Vorerkrankungen(Herzprobleme, wenn ich mich recht erinnere), und ein Mann um die 50 Jahre, der wohl noch recht gesund war. Danke für Ihre wertvolle Arbeit! Herzliche Grüße aus Deutschland Frau A.E.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,kulturstudio,"Faschistischer Zirkus Den Computerbildschirm als „Fenster zur Welt“ zu bezeichnen, ist ein verbreitetes, aber völlig falsches Bild. Wer in den Bildschirm schaut, schaut nicht in die Welt, sondern aus der Welt hinaus in einen gigantischen Müllkübel. Dass der Bildschirm also ein „Fenster aus der Welt“ ist, vergisst man heute leicht, weil der Mensch natürlicherweise auf Bilder hereinfällt. Früher, als man da nur grüne Punkte und Striche auf schwarzem Hintergrund sah, war das klarer; bemerkt hat es aber auch damals kaum jemand. So kommt es heute zu einer — zumindest in digital durchgeimpften Ländern — pandemischen kognitiven Dissonanz: Man hält das, was auf dem Bildschirm erscheint, für die Wirklichkeit und „erlebt“ so zum Beispiel eine „Epidemie“ anhand von drei YouTube-Filmchen wie „die Bilder aus Bergamo!“, zehntausend bunten Statistiken und unablässig wiederholten Beschwörungen und Verhaltensmaßregeln. Wer dann versehentlich mal hinaus in die Welt geht, stellt fest, dass da nichts dergleichen stattfindet, und flüchtet schockiert zurück in den Bildschirm, um sich weiter schockieren zu lassen. Schließlich hat man gelernt, dass der virtuelle Müll da drin „echt“ ist, und wenn die Welt da draußen das Gegenteil zeigt, kann sie nicht echt sein. https://www.rubikon.news/artikel/faschistischer-zirkus",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
950,gwisnewski,"""Nach einem Bericht der „Frankfurter Allgemeinen Zeitung“ soll trotz präziser Warnungen erst spät der Katastrophenfall ausgerufen worden. Die Kreisverwaltung habe neben online veröffentlichten Informationen im Laufe des Abends mehrere automatisierte E-Mails des zuständigen Landesamts für Umwelt erhalten, in denen auch der prognostizierte enorme Pegelstand von fast sieben Metern mitgeteilt wurde, heißt es in dem Bericht. Die Kreisverwaltung Ahrweiler wollte am Sonntag diesen Bericht auf Anfrage der Deutschen Presse-Agentur nicht kommentieren und verwies auf einen späteren Zeitpunkt."" https://www.rnd.de/politik/hochwasser-katastrophe-wusste-landrat-von-maengeln-bei-warnungen-2USG7H6XCGOJBNGVPOADFFVWJQ.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,rppinstitut,"Schon Goethe warnte in Faust vor diesen Verbrechern, die sich als Retter darstellen: „Hier war die Arzenei, die Patienten starben, Und niemand fragte: wer genas? So haben wir mit höllischen Latwergen* In diesen Tälern, diesen Bergen Weit schlimmer als die Pest getobt. Ich habe selbst das Gift an Tausende gegeben: Sie welkten hin, ich muß erleben, Daß man die frechen Mörder lobt.“ * der krankmachenden, quecksilberhaltigen „Pest-Medizin” auf Sirupbasis.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,gwisnewski,"""Deutschland ist ein Polizeistaat. Zum Beispiel die Bilder von den brutalen Polizeieinsätzen in Berlin. Da sind Mitbürgern, unter dem Vorwand, eine vom ehemaligen SED-Genossen Geisel verbotene Demo aufzulösen, schwere Körperverletzungen zugefügt worden. Frauen wurden von Banden bulliger Männer zu Boden geworfen wie bei Vergewaltigungen im Wald, mit Würgegriffen traktiert und geschlagen. Sichtlich floss Blut – das lässt sich nicht mehr ungeschehen machen, auch nicht durch nachträgliche Anzeigen gegen die Opfer."" https://www.achgut.com/artikel/wo_die_staatsgewalt_zuschlaegt_und_wo_nicht",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
953,uncut_news,"Bei der ersten Autopsie eines Toten, der gegen Covid geimpft war, wurden im ganzen Körper verteilt Spike-Proteine gefunden #Gesundheit #Heilmethoden #AlternativeMedizin #Ernährung Forscher aus Deutschland haben die weltweit erste Obduktion einer Leiche durchgeführt, die vor ihrem Tod gegen das Wuhan-Coronavirus (Covid-19) ""geimpft"" worden war. Sie stellten fest, dass jedes einzelne Organ des Verstorbenen durch die Impfung mit .. ➡➡➡",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
954,miriamhope_infos,"""Seine Stimme hat Wucht und Gewicht – im Bundestag und in der Union: Erwin Rüddel (65, CDU) ist der Chef des Gesundheitsausschusses des Bundestages und oberster Gesundheitspolitiker von CDU und CSU. Gegenüber BILD erhebt er nun eine Hammer-Forderung: „Die epidemische Lage muss nicht verlängert werden, kann einfach auslaufen.“ Klingt harmlos, ist aber ein Hammer: Denn damit fordert Rüddel das Ende der harten Corona-Politik von Bund und Ländern!"" https://www.bild.de/politik/inland/politik-inland/gesundheitsausschuss-chef-gegen-spahn-plan-keine-notlage-kein-kollaps-kein-lockd-77294812.bild.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,mh171702q2q,"https://www.tonkiri.net/?fbclid=IwAR3cJUGv8xDuxCB9LrdfRf6ZxMV3b76bfe69ZqmqX-jSawmv6FyO__RP1Gs Bitte immer zuerst um Erlaubnis! Bevor Du den Ast eines Baumes schneidest, seine Früchte nimmst oder eine Blume pflückst, lass den Spirit der Pflanze zuerst wissen was Du machst damit sie zuerst ihre Energie zurückziehen und so ihren Schmerz lindern kann. Bitte die Pflanze um Erlaubnis. Wenn Du in die Natur gehst und einen Stein vom Fluss nehmen möchtest, frag zuerst den Hüter des Flusses um Erlaubnis. Wenn Du einen Berg besteigen oder einen Spaziergang im Wald machen möchtest, frage zuerst den Wächter des Ortes um Erlaubnis, auch dann, wenn Du dieses Wesen nicht verstehen kannst. Wenn Du einen Ort betrittst, dann mit Respekt, weil die Natur Dich hört, Dich sieht und spürt. Jede Bewegung die Du machst im Mikrokosmos, hat einen Einfluss auf den Makrokosmos. Die Art wie Du der Natur begegnest hat einen Einfluss auf die Kraft welche Dir von der Natur geschenkt wird. Ehre das Leben in seinen verschiedenen Formen und sei Dir bewusst, dass jedes Wesen seinen Aufgabe auf der Erde erfüllt. Nichts wurde umsonst geschaffen im Universum, wir alle sind angehalten uns zu erinnern wer wir sind und welches unsere Mission ist, um zu Erwachen aus dem grossen Traum und wieder zurück nach Hause zu finden. Ehre den Ursprung allen Lebens und danke für Deine Existenz.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
956,uncutnewsschweiz,"Ich würde es besser finden, wenn man die Mutationen mit Jahr+griech Buchstabe bezeichnen würde. zB ""2021-alpha"". Cool wäre auch ,wenn der Entdecker der Virusvariante diese benennen darf, so wie es etwa bei der Entdeckung von neuen Sternen/Planeten in der Astronomie gemacht wird. Alternativ könnte man auch wie in der Meteorologie für Hoch/Tiefdruckgebiete der Virusmutation einfach einen Vornamen geben.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,ygrasoul,☝️☝️☝️Für Alle die neu sind auf meinem Kanal...Herzlich Willkommen...und erfüllt euch heute am Sonntag mit den hermetischen Gesetzen...Das WAHRE GEHEIMNIS welches Sie vor uns verbergen wollten...und welches sie SELBER...jeden Tag GEGEN UNS anwenden. Wenn ihr das erfasst...KÖNNT IHR SELBST...alles drehen und so schöpfen wie ihr es in EUREM LEBEN gerne habe möchtet. NIEMALS VERGESSEN: GEIST ERSCHAFFT MATERIE💫...DAS....ist QUANTENPHYSIK🙏💫😘🙋‍♂️,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
959,kulturstudio,"Weltgrößter Hafen Ningbo macht dicht – Den Lieferketten droht die nächste Gefahr ""Der weltweiten Warenversorgung, die seit dem Ausbruch der Corona-Pandemie bereits mehrfach erheblich eingeschränkt war, droht ein neuer Rückschlag. Der nahe Schanghai gelegene Hafen Ningbo-Zhoushan – mit einem Jahresumschlag von 1,17 Milliarden Tonnen der größte Port der Welt – weist seit Mittwochmorgen Schiffe ab. Grund ist laut Hafenbehörde ein einziger Fall von Covid-19, der bei einem 34-jährigen Arbeiter festgestellt wurde. Dieser lebe in einem Wohnheim und sei noch am 8. August negativ getestet worden, berichtet der Online-Branchendienst Splash. Zwei Tage später aber sei ein weiteres Testergebnis positiv ausgefallen."" https://www.handelsblatt.com/unternehmen/handel-konsumgueter/welthandel-weltgroesster-hafen-ningbo-macht-dicht-den-lieferketten-droht-die-naechste-gefahr/27503600.html?ticket=ST-5098771-AboQBwA76TbucZ0CCr9I-ap2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,gwisnewski,"""Die Bundestagswahl steht vor der Tür, und das Volk entscheidet abermals, wen es als seine Vertreter ins Parlament entsenden möchte. Das funktioniert jedoch nur, wenn die Wahlen auch korrekt ablaufen. Einer Umfrage zufolge glaubt rund ein Fünftel, dass dem nicht so ist. "" Das Hauptproblem ist doch, dass überhaupt keine vernünftigen Personen bzw. Parteien zur Wahl stehen. Die Agenda gewinnt auf jeden Fall. https://de.rt.com/inland/122259-umfrage-rund-ein-fuenftel-rechnet-mit-weitreichender-wahlfaelschung/",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,uncut_news,"Macht Amerika jetzt total auf Nazi? Die nächste Grenze, die überschritten werden wird, ist die Verweigerung medizinischer Behandlung für Ungeimpfte #USA #DASIMPERIUM „Dies ist eine beispiellose Horrorshow“ Als die Uhr am 1. Januar Mitternacht schlug, erinnerte ich mich an Kommentare in den sozialen Medien, die ungefähr so lauteten: „Gut, dass wir 2020 los sind! Egal, was 2021 passiert, es kann nicht schlimmer wer.. ➡➡➡",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
962,dralinalessenich,"5G- Schutz https://enki-institut.com/de/?ref=39OtzwHPJQjkG Zink, 50mg, 1 Tablette/Tag https://de.iherb.com/pr/now-foods-zinc-50-mg-250-tablets/883?rcode=CCF8451 Das Multi-C Protokoll findet Ihr auf diesem Kanal am 17.06. Hier ein Link zu einem anderen liposomalen Vitamin C in Kapselform, da das liposomale Vitamin C von Dr. Mercola gerade vergriffen ist. Liposomales Vitamin C, 500mg pro Kapsel https://de.iherb.com/pr/zenwise-health-liposomal-vitamin-c-1-000-mg-180-vegetarian-capsules/79358?rcode=CCF8451 Kollagenpeptide, 1 – 2 Messlöffel/Tag https://de.iherb.com/pr/nature-s-plus-collagen-peptides-1-30-lbs-588-g/103456?rcode=CCF8451 Silizium Plus https://www.lebenskraftpur.de/Silizium-Plus?produkt=10359 L-Lysin, 1g, 1 -3 Kapseln/Tag, im Akutfall bis zu 7 Kapseln/Tag https://de.iherb.com/pr/now-foods-l-lysine-1-000-mg-100-tablets/10523?rcode=CCF8451",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,mh171702q2q,"Impf-ID-Pässe: Verschmelzung Ihrer digitalen Identität mit der Blockchain ""Der Plan für eine universelle ID für jeden Menschen auf der Erde sieht eine vollständige und detaillierte Verfolgung und Überwachung vor. Man kann nicht kontrollieren, was man nicht überwachen kann. Umgekehrt kann man kontrollieren, was man überwachen kann. Impfpass-IDs werden Ihre ID in die allgegenwärtige Blockchain einbringen."" Lesenswerter Artikel, der einen Aspekt des düsteren Teils der Blockchaintechnologie aufzeigt: https://www.technocracy.news/vaccine-id-passports-merging-your-digital-identity-onto-the-blockchain/",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
964,uncut_news,"Kein Lockdown: Weißrussland meldet COVID-Sterblichkeitsraten ähnlich wie Nachbarländer, die drakonische Abriegelungen verhängt haben #Tipp #Mustread #Topthema #Aktuell Das Land Weißrussland, das während der gesamten Pandemie keinerlei gesetzliche Abriegelungsmaßnahmen verordnete, hat nun COVID-Sterblichkeitszahlen veröffentlicht, die im Großen und Ganzen mit denen anderer Länder in der Nähe übereinstimmen, die drak.. ➡➡➡",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,anons_deutschland,"https://limitstogrowth.de/2020/10/05/neue-deagel-liste-fuer-2025-covid-krise-als-lebensverlaengerung-des-sterbenden-westlichen-systems-mittels-great-reset/ Ein hervorragender, authentischer Bericht zur gegenwärtigen geopolitischen Situation 2021! Eine Zusammenfassung und ein klares Abbild der derzeitigen Verhältnisse wird in diesem Artikel dargestellt, beurteilt nach maximal objektiven Maßstäben! Gleichzeitig ermöglicht es eine Trendabschätzung für mögliche Ereignisse in der nahen Zukunft Ein Muss insbesondere für alle Neuankömmlinge auf Telegramm! Für Kenner mit Wunsch nach vertieften Informationen sind zahlreiche Links und Quellen vorhanden.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,anons_deutschland,Jupp so hart es jetzt klingen mag du darfst dir da denn kopf nicht zerbrechen in erstere Linie musst du dich um dich kümmern und einfach das ausblenden denn so machst du dich nur selber kaputt klar mache ich mir auch sorgen aber ich für mein Teil muss für meine Kinder und Ehemann da sein du vielleicht auch bzw für dein freund oder wen du um dich hast Kopf hoch und mach dir nicht so viele Gedanken sonst musst du noch ins Krankenhaus oder so 😔,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,rppinstitut,"Wissenswert!! Nach Dänemark lockert nun Norwegen: Gesundheitschef erklärt Pandemie für beendet So berichte auch die FinacialTimes. Die Zahl der Krankenhausaufenthalte in Norwegen ist so niedrig wie seit fast einem Jahr nicht mehr schreibt thebl.tv. Dies veranlasste den obersten Mediziner des Landes, das Virus als beendet zu erklären. „Die Pandemie ist sozusagen vorbei“, sagte Preben Aavitsland, Chefarzt des norwegischen Instituts für öffentliche Gesundheit und Infektionskontrolle, laut Humans Are Free. Folgen Sie uns jetzt @rppinstitut https://uncutnews.ch/nach-daenemark-nun-norwegen-gesundheitschef-erklaert-pandemie-fuer-beendet/",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,kulturstudio,"COVID-Impfstoffe: 1.75 Millionen Meldungen zu Nebenwirkungen, Zunahme bei Pneumonie, COVID-19, Schlaganfällen und Herzerkrankunge [WHO Datenbank] https://sciencefiles.org/2021/08/18/covid-impfstoffe-1-75-millionen-meldungen-zu-nebenwirkungen-zunahme-bei-pneumonie-covid-19-schlaganfallen-und-herzerkrankunge-who-datenbank/ „Da die Anzahl der gemeldeten Nebenwirkungen ebenso wie die berichteten Auffälligkeiten von Woche zu Woche zunehmen, stellt sich so langsam die Frage, wann selbst Polit-Darsteller der Tatsache ins Auge sehen müssen, dass ihre Versuche, die Bevölkerung durch Massen-Impfung vor einem Pathogen zu schützen, das nur eine ganz bestimmte Gruppe in der Bevölkerung überhaupt bedroht, dem Versuch gleichen, die Ernte vor einem Schädling durch den Einsatz von Flammenwerfern zu schützen.“",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
970,mh171702q2q,"KANTON WALLIS PRESCHT VOR! Nicht-geimpfte Schüler dürfen nur noch mit Maske zum Unterricht! (...) An den Gymnasien und allen postobligatorischen Schulen wie Berufsschulen gilt neu: Nur wer geimpft, getestet oder genesen ist, wird von der Maskenpflicht auf. dem Schulareal befreit. Alle übrigen Schülerinnen und Schüler müssen eine Schutzmaske tragen – und werden dadurch entsprechend gekennzeichnet. (...) An den Schulen im Ober- und Unterwallis gilt die Regel bereits seit Montag, wie Bildungsminister Christophe Darbellay (CVP) auf Anfrage bestätigt. «Ab kommendem Montag wird die Regel im gesamten Kanton eingeführt, weil nicht alle Schulen gleichzeitig anfangen.» (...) -------- Das ist die Realität und kein Spiel. Wir entscheiden wohin die Reise gehen wird. https://www.20min.ch/story/nicht-geimpfte-schueler-duerfen-nur-noch-mit-maske-zum-unterricht-148915570551",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,drspitzbart,"Der grüne österreichische Gesundheitsminister Wolfgang Mückstein fordert nun für einige Bereiche die 1 G-Regel. Das bedeutet, Veranstaltungen wie Konzerte oder Club-Besuche sollen nur noch den Geimpften vorbehalten bleiben. Kommen danach die Lebensmittelläden dran? Prinzipiell wirft das mehrere Fragen auf: 1. Erworbene Immunität gilt also nicht mehr? Zuvor hat es geheißen, dass die erworbene Immunität die der Impfung übertrifft. Von der zuerst versprochenen Wirksamkeit von 96 % sind wir ja bereits bei 56 % gelandet. Sechs Monate nach der Doppel-Impfung nur noch bei 20 %. Ich halte jede Wette, dass die erworbene Immunität deutlich besser ist! 2. Impfung schützt nicht vor Übertragung. Zudem melden Ländern mit hoher Impfrate vermehrt „Impfdurchbrüche“, und auch schwerem Verlauf bei Vollimmunisierten. 3. Grundregel der ersten Stunde Immunologie-Vorlesung war bisher: nie in eine Welle hinein impfen. Denn dadurch erzeugt man Resistenzen und erhöht den Mutationsdruck auf das Virus. Ergo Impfdurchbrüche. Mückstein ist zwar Arzt, hat aber anscheinend bei manchen Vorlesungen nicht aufgepasst.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
972,anons_deutschland,"Zur Frage: Warum existiert die Genomsequenz von Corona nur als virtuelles Computermodell? APD (der Genetiker, der Biochemiker) https://www.youtube.com/watch?v=rA8MUR4pqNE Abstract Hier wird die Erklärung gegeben, wie heute die Gensequenzierung von Viren durchgeführt wird, und wie Mutationen erkannt werden. In diesem Video wird die Tiefensequenzierung von genetischen Proben verschiedenster Spezies dargestellt. Die Genomsequenzierung eines Virus, z.B. ""Corona-Virus"" wird auf ähnliche Weise durchgeführt. Zusätzliche Arbeitsschritte unter besonderen Sicherheitsbedingungen sind dazu erforderlich. Die Untersuchungen werden mit sauberen aber nicht reinen Virus Materialproben mehrfach durchgeführt. Die Verunreinigungen werden über statistische Methoden (ähnlich einem Rauschunterdrückungssystem einer Audio-Anlage) in den Mehrfachproben erkannt und aus dem Datenmaterial ausgesondert. Was übrig bleibt ist die ""plausible"" Gensequenz eines Virus, dass ein bestimmtes Krankheitsbild erzeugt. Dieses Virus wird mit vorhandenen Daten aus der GISAID Datenbank (https://www.gisaid.org/) verglichen. Wenn sich dann charakteristische Unterschiede zu vergleichbaren Viren ergeben, wird es zur ""Mutante"" erklärt. Wir hoffen hier etwas Aufklärungsarbeit geleistet zu haben. Kommentar Aus unserer Sicht ist die sehr gefährliche Isolierung von Corona-Virenmaterial noch gar nicht möglich. Gesehen hat man dies an dem ""Impfstoff"" von AstraZeneca, welches mit fötalem ""Aufwuchszellgewebe"" (Krebszellen) verunreinigt war. Auf diesen Krebszellen werden die für den Menschen rel. harmlosen Adeno-Viren herangezüchtet. Bei der Herstellung muss das Adeno-Virus in höchster Reinheit vom fötalen Zellgeweden isoliert werden, worauf die WHO vor etlichen Jahren die Hersteller eindringlich hingewiesen hat. Diese Reinheit ist offensichtlich nie erreicht worden! Denn die Probleme bei der Aufreinigung bestehen bis heute, wie man an der Vertuschung dieses Desasters in der Produktion, gesehen hat. Dennoch hat Johnson&amp;Johnson, welches nach gleichem Verfahren arbeitet, schon wieder diesen ""verdreckten"" Impfstoff unter anderem Namen vor der Urlaubszeit 2021 als vorteilhafte ""Einmal-Impfung"" abverkauft! Ich verstehe nicht, warum noch kein Staatsanwalt mit dem ""eisernen Besen"" da durchgegangen ist!",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
