channel,id,datetime,text,Suggestivität,Absolutheitsanspruch und Umgang mit Quellen,Emotionalität,Auffälligkeit der Argumentation,Komplexitätsreduktion,Entfernung von Wirklichkeit,Gesamtschwurbeligkeit
wirsindvielmehr,5769,2020-07-16T17:04:42Z,"Seehofer hofiert National-Islamisten⁉️

Am Montagabend der vergangenen Woche empfing Seehofer die Führungsspitze des Zentralrats der Muslime im Berliner Ministeriumssitz und übernahm die Schirmherrschaft eines Preises des Islamverbands. Am Donnerstagvormittag stellte er den Verfassungsschutzbericht für das Jahr 2019 vor und sagte doch tatsächlich: „Rechtsextremismus ist die größte Gefahr für die Sicherheit in Deutschland“.

Es ist alles so offensichtlich und trotzdem schläft Deutschland den Schlaf der Gerechten‼️

⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️

https://www.welt.de/politik/deutschland/article211712013/Rechtsextremismus-im-Zentralrat-der-Muslime-Seehofer-kooperiert-dennoch.html

♦️♦️♦️♦️♦️♦️♦️♦️

Abonniert unseren Kanal 

t.me/Wirsindvielmehr 

♦️♦️♦️♦️♦️♦️♦️♦️",4.333333333333333,3.3333333333333335,3,3.3333333333333335,4.333333333333333,2.6666666666666665,3.6666666666666665
rabbitresearch,38,2020-07-16T18:16:59Z,"▶️""Wir, die Püppchen der Kabale"" - ""Teil 1: Falsche Worte, Falsche Bilder"" 😈

Die TV-Nachrichten unter die Lupe genommen.

Werden wir komplett gesteuert und gelenkt? Wenn ja, wie und von wem? Und noch wichtiger: Warum? In dieser mehrteiligen Dokumentation finde wir es heraus.

Im ersten Teil ""Falsche Worte, Falsche Bilder"" widmen wir uns dem Manipulator Nummer 1 - dem Fernsehen - und hier in erster Linie den Nachrichten.

https://youtu.be/oIYY8CCipmE",3.6666666666666665,2,1.6666666666666667,2,3.1666666666666665,3,3.1666666666666665
geheimeswissendereliten,2523,2020-07-16T22:56:52Z,"Atomwaffen im Dritten Reich?

Aus den Erinnerungen Otto Skorzeny's wörtlich übernommen:

Nach dem Budapest-Einsatz flog ich im Oktober 1944 wieder einmal nach Ostpreußen ins Führerhauptquartier. Die Ardennenoffensive wurde gerade vorbereitet, und der Führer wollte mir seine Instruktionen für das Unternehmen „Greif“ erteilen.

Bei einem zwanglosem Gespräch im Hauptquartier mit dem Führer:

Auch ohne Atomphysiker zu sein, wußte ich, daß unter Benutzung der Spaltung des Urans es möglich war, einen Sprengkörper herzustellen. Mir fiel der Anfang 1943 unternommene englische Sabotage-Einsatz auf, der gegen die Schwerwasserfabrik in Norwegen geführt wurde, und die im nächsten Herbst folgende Bombardierung, die diese Fabrik stark beschädigte. Außerdem versenkte man eines der Frachtschiffe, welches das „Schwere Wasser“ transportierte.

Ich kombinierte: Norwegen, die Reden und Artikel Dr. Goebbels und was der Führer eben sagte. Spontan sprach ich von den aufgetauchten Gerüchten über die künstliche Radioaktivität und ihre eventuelle Nutzung als Waffe. Hitler sah mich mit glänzenden, fiebrigen Augen an und sagte:

„Wissen Sie, Herr Skorzeny, wenn die durch Kernspaltung freigesetzte Energie und dazu noch Radioaktivität als Waffen benutzt werde, daß dies das Ende unsere Planeten bedeuten würde?“ .. „Die Auswirkung würden schrecklich sein …. „

Selbst wenn die Radioaktivität kontrolliert und dann die Atomspaltung als Waffe benutzt würde, auch wären die Auswirkungen schrecklich! Als Dr. Todt bei mir war, las ich, daß ein solches Gerät mit kontrollierter Radioaktivität eine Energie frei machen würde, die Verwüstung hinterlassen, die nur mit den in Arizona, in Sibirien und beim Baikalsee herabgestürzten Meteoriten zu vergleichen wären. Das heißt, jede Art von Leben, nicht nur menschliches, sondern auch das tierische und pflanzliche wäre für Hunderte von Jahren in einem Radius von 40 km völlig ausgelöscht.

Hitler weiter: „Das wäre die Apokalypse. Und wie sollte man ein solches Geheimnis bewahren? Unmöglich! Nein! Kein Land, keine Gruppe zivilisierter Menschen kann bewußt eine solche Verantwortung übernehmen. Von Schlag auf Gegenschlag würde die Menschheit sich zwangsläufig selbst ausrotten. Nur Volksstämme im Gebiet des Amazonas und Urwäldern Sumatras hätten gewisse Chancen, zu überleben.“

Diese Randbemerkungen Hitlers dauerten kaum mehr als ein paar Minuten. Aber an die Minuten erinnere ich mich genau. Am Anfang meiner Kriegsgefangenschaft, im August 1945, hörte ich, daß zwei Atombomben auf Hiroshima und Nagasaki abgeworfen wurden. Unnötige Bomben nebenbei, denn der japanische Kaiser hatte schon vorher die Amerikaner um ihre Friedensbedingungen gebeten“",4,2.1666666666666665,2,2.3333333333333335,2.3333333333333335,2.5,4
qlobalchange,14515,2020-07-17T14:50:53Z,"X-22 Report vom 16.7.2020 - Es hat begonnen - Die Menschen fordern Veränderungen - Siehst Du, was passiert? - Episode 2226b

Freie Übersetzung von Dirk Dietrich*

Der Deep State und die Massenmedien realisieren nicht einmal, dass sie den Patrioten in die Falle gehen. Viele Menschen sehen sehr wohl, was vor sich geht, mit der Pandemie, mit den gewalttätigen Ausschreitungen. Sie sehen die Gefangenen, die massenweise freigelassen werden, was die Bürgermeister tun. Und sie sehen sie BLM auf die Straßen schmieren. Die Menschen werden wütend und können nicht verstehen, warum Trump das geschehen lässt, warum er nicht die Truppen einsetzt, um das zu beenden. Doch wir müssen uns an etwas sehr Wichtiges erinnern. Trump und die Patrioten lassen es aus einem ganz bestimmten Grund zu und Q hat es uns von Anfang an gesagt. Es ist wegen der Menschen, die nicht das große Krabbeln gesehen haben. Die Ameisen tun sich zusammen gegen die paar Grashüpfer, die sie ausbeuten und terrorisieren. Das Gleiche muss heute geschehen. Die Menschen müssen es selbst erleben, am eigenen Leib verspüren, um aufzuwachen. Erst dann werden sie aufstehen. Und der einzige Weg, es den Menschen klar zu machen, ist es sie erleben lassen. Sie müssen von selbst drauf kommen. Erst dann werden sie sich ihrer Macht bewußt und wehren sich. Vorher hat alles keinen Sinn, denn sie wurden seit ihrer Kindheit indoktriniert, in den Schulen, in den Colleges, in den Universitäten. Und vor allem von den Massenmedien. Und das seit Jahrzehnten. Wir befinden uns jetzt in der letzten Phase, dem großen Erwachen.

https://qlobal-change.blogspot.com/2020/07/x-22-report-vom-1672020-es-hat-begonnen.html",5,4.666666666666667,2,4.666666666666667,3.6666666666666665,4.666666666666667,4.666666666666667
coronavirushilfe,28934,2020-07-17T23:51:00Z,"hab dazu eine kleine Geschichte. Ein Mann ist während einem Tsunami auf sein Hausdach geflüchtet und hat Gott um Hilfe gebeten. Da kam ein Helikopter vorbei und wollte ihn einladen. Der Mann meinte, nein, nein ich fliege nicht mit. Gott wird kommen und mich retten. Der  Helikopter flog ohne ihn weiter und als das Wasser stieg und stieg, ertrank der Mann.  Glaubenssache ist eine Frage der Auslegung.",2.6666666666666665,2,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667
freiemedientv,2930,2020-07-18T13:09:42Z,"‼️ FAKE NEWS MSM BELEGE - Wir, die Püppchen der Kabale - Teil 1 ""Falsche Worte, Falsche Bilder"" ‼️

BITTE VERBREITEN!

Sehr gute Arbeit und wichtiger Beitrag für ein besseren Einblick, wie in den Nachrichten manipuliert wird und welch einfache Möglichkeiten es dafür gibt, alles ganz anders darzustellen oder wirken zu lassen.

#Deepfakes #MSMFakeNews

Auf youtube abonnieren:
https://www.youtube.com/watch?v=oIYY8CCipmE&feature=youtu.be

Rabbit Research auf Telegram 👉 t.me/rabbitresearch

@FreieMedienTV",3,3.8333333333333335,2.5,2.1666666666666665,3.5,3.1666666666666665,3.3333333333333335
kaibrenner,254,2020-07-18T18:10:19Z,"Hallo Kai Brenner,

Ich schaue sehr gerne Deine Videos auf You Tube. Finde sie sehr gut. Auch Deine Art und Weise wie Du berichtest ist sehr sympatisch.

Zu dem Heutigen Video möchte ich mal ein paar Worte loswerden, weil mich das auch persöhnlich emotional sehr aufwühlt.

Mein Name ist Matthias Störzer und arbeite als Haustechniker in einem Ferienlager im Land Brandenburg. Das Ferienlager ist ein Verein.

Zum Thema aus Deinem Video. Ich finde es prinzipiell nicht verkehrt, dass geprüft wird wer was und wieviel an Hilfsgeldern bekommt.

Aber ich finde es zum Kotzen, dass jetzt schon Personal bereit steht solche Fälle zu bearbeiten.

In meinem persöhnlichen Fall sieht das mit Personal und Geschwindigkeit ein ""wenig"" anders aus.

Konkret. Da wir ein Verein sind, dürfen wir keine Gewinne erwirtschaften. Demzufolge sind auch keine Rücklagen vorhanden auf die wir zurückgreifen können. Deshalb hat uns die Schließung auch besonders hart getroffen.

Im Zuge der Maßnahmen wurden alle Klassenfahrten für Berlin bis 31.12. und 31. 07. für Brandenburg abgesagt.

Wir konnten Stornorechnungen an die Schulen schicken. Die wurden dann zum Senat weitergeleitet um uns zu bezahlen.

Nach Angaben von meinem Chef sind wohl mehr als 5000 Anträge gestellt. Bearbeiten tut diese Anträge ein Beamter.

Wann da Geld fließt steht in den Sternen.

Punkt zwei. Wir haben natürlich auch Kurzarbeitergeld beantragt. Leider scheint die Bearbeitung und die Bürokratie auch sehr immens zu sein.

Geflossen ist an Kurzarbeitergeld der Monat April. Auf Nachfrage wurde uns gesagt,  auf Grund der hohen Anträge dauert die Bearbeitung. Bitte weitere Nachfragen einstellen.

Punkt drei.  Auf grund der Öffentlichkeitsarbeit von uns und anderen Einrichtungen wurde nun ein Rettungsschirm gespannt.

Wann und wieviel wir was davon bekommen steht leider in den Sternen. Ich weiß nur das der Maximalbetrag 150000 €  sein soll.

Das natürlich nur für Betriebskosten verwendet werden darf. Die Beantragung dafür ist eine Mamutaufgabe.

Zur Zeit haben wir 40 Kinder in unserer Einrichtung.

Letztes Jahr zur selben Zeit waren es 400 Kinder.

Da wir ja ""schnell"" und ""sehr unbürokratisch"" Hilfe von Land und Kommunen bekommen, können wir ja das Defizit von 360 Kindern ""locker"" auffangen.

So ist der Stand bei mir.

Das wollte ich mal loswerden wie geholfen wird wenn nicht Lufthansa heist.

Wenn Du magst, kannst Du das Thema gerne mal ansprechen in Deinen Videos.

Vielen Dank.

Matthias S.,  Haustechniker in einem Ferienlager wo Kinderträume war werden 😊",2.6,1.4,3,2,2.2,1.2,1.6
diebasis_diskutiert,4784,2020-07-19T11:03:35Z,"Ich weiß nicht, woran es liegt, aber in keinem einzigen Medium, weder Print noch Fernsehen, ist je von der Existenz der Partei berichtet worden. Wir finden dort schlicht nicht statt. Wenn jetzt einer*e aus dem Vorstand befragt würde, was könnte er*sie sagen, außer einen rein subjektiven Eindruck zu äußern? Der Schwarm existiert nur virtuell als ein unendlich mäandender Strom, in dem alles enthalten ist, aber nichts, was abgestimmt und vereinbart ist. Es ist enthalten leise Kritik an der Regierung bis hin zu finstersten Verschwörungstheorien. Dazwischen einige kluge Standpunkte, die aber bisher nur Einzelmeinungen sind. Wer um Gottes Willen ist der Schwarm?",3.3333333333333335,2.3333333333333335,2.6666666666666665,3,4,2.3333333333333335,2.6666666666666665
expresszeitung,5293,2020-07-20T13:34:01Z,"Verbraucherschutz warnt vor „Corona-Masken“ wegen schwerwiegenden Risiken für die Gesundheit

""Das europäische Schnellwarnsystem RAPEX hat vor dem Kauf zahlreicher „Corona-Masken“ gewarnt, nachdem etwa 70 Modelle verschiedener Hersteller beanstandet wurden. Unter den beanstandeten Produkten befänden sich nicht nur einfache Einwegmasken, sondern auch FFP2- und FFP3-Masken. Sie würden nicht die europäische Norm EN 149 erfüllen, meint RAPEX. Bei einigen Modellen gäbe es sogar „schwerwiegende Risiken“ für die Gesundheit.""

https://youtu.be/psTIZ2rPjZs

Videoquellen: http://n23.tv/schwerwiegende-risiken-zahlreiche-corona-masken-werden-aus-dem-handel-entfernt/

@ExpressZeitung (jg)",3,2,1,2,2.3333333333333335,1.6666666666666667,2.3333333333333335
querdenken911,886,2020-07-20T15:58:29Z,"Ich sage es nochmal.....Wir brauchen einen Tanz, und zwar einen Widerstands Protesttanz....

Einen Reihen Gruppentanz also einen Linedance den man auch mit 1,5 Meter Abstand Tanzen kann....und jeder für sich, falls wir den erwarteten 2. Lockdown bekommen... erinnert ihr Euch noch an den Busstop Tanz?

Also die Tanzschulen haben ja jetzt nix zu tun, könnten also eine Choreographie entwickeln...
Dann dazu ein cooles Lied a' la ""we don't need no education...we don't need no thought control...."" oder so wie michael jackson somebodys watching me....

Damit könnte man die Freudensfeste feiern....
Wir lassen uns das Tanzen nicht verbieten, auch nicht wenn ein 2. Shut down kommt, den viele vermuten...und wir wieder ganz strenge Abstands-Regeln mit saftigen Strafen- wie im April hier in Bayern bekommen....

Herr Söder, Sie sagen es kommt eine 2. WELLE... ? Sie wollen uns in einen weiteren Lockdown schicken?
Wir sind vorbereitet und tanzen trotzdem !!! Wir haben Spass trotz Lockdownregeln..

In den 70igern wurden der Linedance busstop eben auch an der Bushaltestelle getanzt....

Ein solch entwickelter Iinedance könnte zum freudigen Symbol der Widerstandsbewegung werden, und die Tanzschulen könnten ihn auf den Demos unterrichten... 
Vielleicht lässt sich daraus was entwickeln, die Tanzschulen zu retten....und wir hätten diese Branche, und vielleicht auch deren Kunden also die Tanzszene im Boot....

Vielleicht nehmen wir in den Tanz Elemente der Maori mit rein, die mit ihren line Kriegstänzen den Engländern erfolgreich getrotzt haben...",3.6666666666666665,2.3333333333333335,1.6666666666666667,3.3333333333333335,3,1.3333333333333333,2.3333333333333335
freiheitdergedanken,878,2020-07-20T21:48:14Z,"""Die Leute nannten sie ""Grippezäune"" und ""Kinnsegel"". Die Gala-Teilnehmer befestigten ihre mit bunten Ohrringen. Raucher schnitten Klappen in sie, und Kinos verschenkten sie mit Eintrittskarten.
Während der Grippepandemie von 1918 rieten Beamte den Amerikanern oft, in der Öffentlichkeit Gesichtsmasken zu tragen. Ärzte glaubten, dass Masken dazu beitragen könnten, ""Sprayinfektionen"" zu verhindern, wie der Historiker John M. Barry in seinem Buch ""The Great Influenza"" schreibt: Die Geschichte der tödlichsten Pandemie der Geschichte"". Von den örtlichen Gesundheitsbehörden durchgesetzt, wurden die Gesichtsmasken zur Routine. Oft gestalteten und verteilten Rot-Kreuz-Kapitel die Masken, die ""überall gesehen wurden und zu einem Symbol der Epidemie wurden"", schrieb Barry.(...)

Jetzt, inmitten der neuartigen Coronavirus-Pandemie, debattieren die Centers for Disease Control and Prevention, ob sie den Menschen das Tragen von Masken empfehlen sollten, wenn sie nach draußen gehen. Im Jahr 1918, mit einem anderen Virus, half es nicht""

https://www.seattletimes.com/nation-world/everyone-wore-masks-during-the-1918-flu-pandemic-they-were-useless/",3,2.3333333333333335,1.1666666666666667,2.1666666666666665,3.5,2.1666666666666665,2.1666666666666665
wodarg,9774,2020-07-21T16:58:51Z,"Hallo liebe Leute!

Wir haben noch Plätze frei und freuen uns über jede/n die/der mit uns fährt! 🤗

BUSFAHRT 1.8. 2020
 zur Großdemo nach Berlin

HH - Berlin - HH

Zwei Busse sind schon belegt. Ein weiterer steht zur Verfügung:

BUS 3:
10:30 Uhr ab Kirchenallee
Ankunft pünktlich zur Hauptkundgebung in Berlin

ca. 20:00 Uhr ab Berlin

Kosten
20,-- €

Wir freuen wir uns auf weitere Mitreisende !

Verbreitet die Info bitte gerne weiter.

Anmeldungen bitte durch eine persönliche Nachricht an mich.

christiane.bossel-schwenck@hotmail.de

Ich melde mich dann zeitnahbei euch.

Zu guter Letzt:
Seht es mir bitte nach, dass ich diese Nachricht bis zur Demo noch öfters
versenden werde, um möglichst vielen die Teilnahme zu ermöglichen.

Dafür meinen herzlichen Dank und liebe Grüsse an euch alle!!😊

Christiane",1,1,1,1,1,1,1
querdenken89m,2500,2020-07-21T19:49:00Z,"Die Corona-Maßnahmen zerstören die Reisebusbranche. Überall, auf der ganzen Welt. Generationenalte Betriebe, großteils familiengeführt, gehen zugrunde. Hunderttausende Arbeitsplätze gehen verloren. Ein wichtiges Verkehrsmittel geht der Wirtschaft verloren. Und nichts geschieht, um es zu verhindern.

Nach bereits über 600 Busdemos haben wir nichts als leere Versprechen erhalten.
Gestern war erneut Busdemo von Honk for Hope UK am 20.07.2020 in London, mit 500 Bussen.

https://www.youtube.com/watch?v=4dLVdlsGdSM&list=PLnLvsTJGt-6H8n-vsP0awNksKA25itIfn&index=6&t=0s

#honkforhopeuk
#honkforhope
www.honkforhope.eu",1.6666666666666667,1.6666666666666667,1,2,2,1.3333333333333333,1.3333333333333333
bitteltv,960,2020-07-21T23:12:47Z,"🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈

Hier die Antwort von der SBB auf die Anfrage dass ich gerne mein Halbtax-Abo verlängern möchte - aber ich keine Maske in den ÖV tragen werde.

Antwort:
Vielen Dank für Ihre Anfrage.

Danke für Ihre offenen Worte. Wir sind gerne im Gespräch mit unseren Fahrgästen und möchten wissen, wo der Schuh drückt. Aktuell erhalten wir viel Feedback zur Maskenpflicht im ÖV, deshalb erlauben wir uns einheitlich zu antworten.

Der Bundesrat hat am Mittwoch 1.Juli 2020 beschlossen, im öffentlichen Verkehr die Maskentragepflicht einzuführen. Seit Montag, 6. Juli 2020 müssen alle Fahrgäste zum Schutz der Mitreisenden und für sich in Zügen, Bussen, Trams, Schiffen und Seilbahnen eine Maske tragen. Die Verantwortung dafür liegt bei den Kundinnen und Kunden. Das Schutzkonzept für den öffentlichen Verkehr wird mit den Behörden abgestimmt und angepasst.

Die Maskenpflicht gilt unabhängig davon, wie viele Leute im öffentlichen Verkehr unterwegs sind. Man weiss nicht im Voraus, wie viele Personen zusteigen. Mit dem täglichen Pendlerverkehr, sowie dem steigenden Freizeitverkehr während den Sommerferien, ist grundsätzlich mit einem hohen Personenaufkommen zu rechnen. Kinder unter zwölf Jahren sind von der Maskenpflicht ausgenommen.

Die Maskenpflicht im öffentlichen Verkehr gilt auch für sämtliche Mitarbeitenden der Transportunternehmen, wenn sie mit dem ÖV unterwegs sind. An den grundsätzlichen Aufgaben des Personals gibt es keine Änderungen. Die Mitarbeitenden mit Kundenkontakt machen Kundinnen und Kunden, welche keine Masken tragen, auf die geltende Maskenpflicht aufmerksam; wie dies heute bei ungebührlichem Verhalten der Fall ist. Bei Bedarf werden die entsprechenden Sicherheitsdienste hinzugezogen. Allfällige Bussen verteilt nur die Kantons-, Stadt-, oder Gemeindepolizei. Diesen Grundsatzentscheid hat der Bundesrat am 1. Juli 2020 getroffen. Alle Informationen rund um die Covid-19-Pandemie im öffentlichen Verkehr finden Sie hier.

Ich wünsche Ihnen ein angenehmes Wochenende.

Freundliche Grüsse
SBB AG

#antwort #sbb #masken

@BITTELTV - EINFACH ANDERS",1,1.3333333333333333,2,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.3333333333333333
diebasis_diskutiert,5856,2020-07-22T13:42:25Z,"Alles schön und gut. Nur, warum soll ich mich in Ländergruppen begeben, wenn ist gerad mit einem Bayer diskutiere? Und von wieviel Geduld reden wir? Und, wir haben doch gesehen, dass viele dieses telegram mögen, keinen Bock haben ständig noch irgendwo einen Account aufzumachen. Und, wenn man dem hier etwas agiler begegnen würde könnte man auch im noch zu entwickelnden Forum entsprechend schonmal Kategorien anlegen, die, wie man dann hier ja sehen würde, offenbar die Themen repräsentieren die diskutiert werden. Irgendwie haben wir immer eine genau diametral entgegengesetzte Herangehensweise. Dinge die Tempo brauchen werde ausgebremts und wofür man Ruhe bräuchte werden gepusht. Kapier ich nicht.",2,1.6666666666666667,2,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333
querdenken89m,2665,2020-07-22T20:31:37Z,"WIR BRAUCHEN DICH!
WIR SUCHEN FÜR UNSERE MARKETINGKAMPAGNE NOCH MITSTREITER.

Für unser Konzept „Zeig mir dein Lächeln“ suchen wir feste Partner.

Geplant sind folgende Aktionen:

1.) Luftballonkampagne: 
Ab Anfang August jeweils mittwochs und freitags ab 16:30 für etwa 2 Stunden

2.) Plakatkampagne: 
Ab Ende August sollen diese an
 ⁃ Bushaltestellen, Straßenbahnen ...
 ⁃ U-Bahnen/S-Bahnen/Zügen
 ⁃ Litfaßsäulen
 ⁃ Universitäten/Studententreffs, -cafés ... 
angebracht werden

3.) Flyer (ebenfalls ab Ende August)

4.) Aufkleberkampagne (ab Ende August)

Aktionen 2.) - 4.) sollen 3-4 x pro Woche für etwa 2-3 Stunden ab Sonnenuntergang stattfinden.

Vor den Aktionen findet ein Briefing statt - hierzu kommen wir noch auf euch zu.

Wir bedanken uns bei den Helfern mit einem kleinen Taschengeld für Speis‘ und Trank.

Bitte meldet Euch in unserer Gruppe Querdenken089 bei „Sternchen“, die Eure Hilfsangebote mit großer Freude entgegennimmt. Vielen Dank!",1.3333333333333333,1,1,1,1,1,1
klagemauerwand,13869,2020-07-23T06:19:07Z,"nur Hofnarre durften Wahrheit sagen und blieben verschont, weil sie nicht mehr ernst genommen wurden...so ist es mit Märchen, und anderer Literatur, die vor Zensierung bewahrt werden muss, wird unter einem lächerlichen oder obsurden Titel und unter einem Literatur Genre abgelegt....

so war es auch mit Märchen, russische, deutsche ect. Märchen haben so viele Hinweise auf dies und das, da muss man tiefer graben, mit geschichtlichem, politischen und religiösen, gar okkulten Hintergründen...

Mann kann jedes Märchen in wahres Leben uminterpretieren, was aus Vergangenheit in die Zukunft spricht...eine Botschaft...

da muss man sich tiefer in die Materie einarbeiten...und bin der Meinung, nach 30 Jahren muss man sich schon damit gut auskennen....

Märchen sprechen Bilder und Bänder des pädagogischen und irgendwo wortverwandten pädophilen Hintergrunds🧐😏😔",4.4,3.2,2.2,3.6,3.4,2.4,3
coronainformationskanal,1696,2020-07-23T12:52:13Z,"Die Päpstliche Akademie fordert Covid-Impfstoff für alle! Diese Verbrecher dienen der neuen Weltordnung und sind eine große Gefahr! Bei den Impfstoffen handelt es sich um einen weltweiten Menschenversuch mit Stoffen, die unsere Gene verändern und nicht einmal richtig getestet wurden! Wer sich impfen lässt, ist verloren! Unendlich viele werden sterben und krank werden und die Folgen sind noch gar nicht abzusehen! Und das alles wegen einer erfundenen Pandemie! Bitte liebe Menschen, wacht jetzt auf und macht nicht mehr mit! 
https://www.domradio.de/themen/corona/2020-07-23/weltweite-solidaritaet-statt-egoismus-paepstliche-akademie-fordert-covid-impfstoff-fuer-alle
Mehr Informationen!",3.6666666666666665,4.666666666666667,3.3333333333333335,3.6666666666666665,4.333333333333333,5,4.666666666666667
kulturstudio,7437,2020-07-23T19:25:11Z,"Niemand hat die Absicht die Gesellschaft digital zu transformieren!

„Einige Samsung-Smartphones sollen noch in diesem Jahr den elektronischen Personalausweis im Gerät hinterlegen können. Dafür arbeiteten das Bundesamt für Sicherheit in der Informationstechnik (BSI), die Bundesdruckerei und die Deutsche Telekom Security mit dem Smartphone-Hersteller zusammen. Die Lösung werde eingeführt, sobald das mobile eID-Verfahren in Deutschland verfügbar sei, teilte Samsung mit. Geräte der Modellreihe Galaxy S20 sind die ersten, die diese Funktion bekommen.“

https://www.golem.de/news/bundesdruckerei-samsung-smartphones-werden-zum-personalausweis-2007-149838.html

(m)",2.6666666666666665,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.6666666666666667,2
querdenken40,4715,2020-07-24T08:55:50Z,"Psychologin, Danilea Prousa, machte diese große Studie zum Maskentragen, schaffte damit die Datenlage für den nächsten Schritt: für die Klage vor dem EUGH zur Abschaffung der MNS Pflicht- hoffentlich noch vor der nächsten Grippe welle.

Das kostet natürlich
Gute Juristen sucht sie jetzt auch.
Spendenaufruf

bitte teilen!
___________
Danilea Prousa
dprousa@yahoo.de

Die Studie ist jetzt auch auf einer wissenschaftlichen Plattform :

http://dx.doi.org/10.23668/psycharchives.3135

Spendenlink für den anvisierten Rechtsweg bis zum EUGH:
www.allgaeu-fuer-grundrechte.de",2,1.6666666666666667,1,1.6666666666666667,1.6666666666666667,1,1.6666666666666667
klagemauerwand,14013,2020-07-24T11:41:23Z,"...erste Ärzte werden mit den fadenscheinigsten Begründungen: „Im Visier der Ermittler steht ein Verdacht gegen die Ärztin Dr. Gudrun Stroer, die in dem Gebäude eine „Praxis für Energie- und Präventionsmedizin“ betreibt. Die Medizinerin teilt sich die Wohnung mit Dr. Uwe Erfurth (73), der in der Region zuletzt vor allem durch seine Aktivitäten als Kopf der Murnauer Corona-Demos und nach polizeilicher Einschätzung als vermeintlicher Anhänger der Reichsbürgerbewegung auffiel.“ - verhaftet, weil sie Atteste ausstellen!!!! Heil Hitler, Frau Mehrkill!!!! 😎",4.333333333333333,4,4.333333333333333,3.3333333333333335,4,2.3333333333333335,4
elternchat,7295,2020-07-24T14:02:32Z,"Diese Argumentation halte ich für gefährlich. Es ist verführerisch, einfach die Opfer von Verbrechen zu beschuldigen und sich unangreifbar zu wähnen. Es gibt uns ein Gefühl von Kontrolle und Sicherheit zurück. Diese Denkweise kann jedoch extrem gut ausgenutzt werden für Manipulation, denn den Opfer geschieht es ja zurecht, sie haben es selbst (in früheren Leben) verantwortet. 

Und es nützt auch der Selbstaufwertung so zu denken. Ich werde nicht manipuliert = ich bin ein besserer Mensch.",2.3333333333333335,1.6666666666666667,1.3333333333333333,2,1.6666666666666667,1.6666666666666667,1.6666666666666667
g_aktivist_mann_chat,15345,2020-07-24T15:50:45Z,"Weiss einer warum bodo auf seinem kanal die kommentare nach den letzten interviews aus gemacht habt ? Meint ihr das hat was mit seiner überwachungspolitik zu tun die in der 2020 partei verankert ist ? Oder mit seinem marxistischen denken und er gerade die leute voll hops nimmt und die  “neuen“ wachen leute reinen weise drauf rein fallen ....

Ich finde es sollte mehr Aufklärungsarbeit  über bodi,lenz etc geben und wie seh nicht Alle heißen ... die sind nicht dumm und nutzen die Angst der bürger wie vatter staat",3.3333333333333335,2.6666666666666665,2.3333333333333335,3,2.6666666666666665,3.6666666666666665,3.3333333333333335
wir_sind_viel_mehr,75383,2020-07-25T09:20:11Z,"Wenn ich an die ganzen Bigtech-Konzerne, wie Facebook, Amazon oder Google denke, dann kommt mir gleich wieder auch diese Klage hoch.

Eine Klage wegen Völkermordes mit KI-Bio-Technologie und 5G gegen Obama, Gates, Rockfeller, Clinton, Google, Facebook und mehr.

Die Klagen wegen Verbrechen gegen die Menschlichkeit scheinen endlos in diesem weltweiten Sumpf. In diesem Falle handelt es sich um eine Zivilklage von Cyrus A. Parsa vor dem UNITED STATES DISTRICT COURT - SÜDLICHER BEZIRK VON KALIFORNIEN.

Die Auflistung der Anschuldigungen ist enorm! Die Liste der angeklagten Personen und Unternehmen wird jeden umhauen!

Man bedenke auch: UNBEGRENZTE Angeklagte!

Das ist alles so abartig und unfassbar, was diese Verbrecher mit der Weltbevölkerung vor hatten!

Das müssen die Menschen jetzt mal langsam begreifen, was da geplant war.

https://www.volldraht.de/world/85-amerika/2928-usa-erste-anklagen-veroeffentlicht-verbrechen-gegen-die-menschlichkeit-google-facebook-tesla

https://www.pravda-tv.com/2020/06/klage-wegen-voelkermordes-mit-ki-bio-technologie-und-5g-gegen-obama-gates-rockfeller-clinton-google-facebook-und-mehr/?fbclid=IwAR0lN5T2wVq4ZS6qpGWz7yIc5LqbkkKEA7RunjWN5WwLUm0srMkovJ1uaJs",3.4,4.6,4.2,3.2,2.6,4,4.2
